smiles	user_id	last_date
C(=C/C)1\\CCCCC\\1	1	2017-03-03 14:28:08
C(=C/CC)1\\CCCCC\\1	1	2017-03-03 14:28:08
C1CCCCC1C(CCC)C1C=CC=C1	1	2017-03-03 14:28:28
C1=C(C(C)CC)C=CC=C1	1	2017-03-03 15:49:07
C1=C(C(C)C(CO)C)C=CC=C1	1	2017-03-03 15:49:07
C(C(C)(C)C)1=CC=C(N)C=C1	1	2017-03-03 15:49:34
C1C(C(CC2CCCCC2)C)CCCC1	1	2017-03-03 16:32:19
C1C(C(CC2CCCCC2)CC2CCCCC2)CCCC1	1	2017-03-03 16:32:19
C(C(CC)C)1CCCCC1	2	2017-03-03 14:28:44
C(CC)1=CC=CC=C1	2	2017-03-03 14:45:29
C1=CC=CC=C1C(OC)C(C)(C)C	2	2017-03-06 14:11:30
O1C=CC=C1COC	2	2017-03-06 14:11:55
C1=CC=CC=C1C(OC)C	2	2017-03-06 14:12:22
C1=CC=CC=C1C(OCC#C)C	2	2017-03-06 14:12:22
C1=CC=CC=C1C(OCCCCC=C)C1=CC=CC=C1	2	2017-03-06 14:12:46
C1=CC(OC)=CC=C1C(OCCCCC(C)=C)C	2	2017-03-06 14:13:27
C1=CC=CC(Br)=C1C(OCC)C	2	2017-03-06 14:13:58
C1=CC=CC=C1C(OCC(=O)OCC)C1=CC=CC=C1	2	2017-03-06 14:14:29
C1=CC=CC=C1C(OC(C)(C)C)C1=CC=CC=C1	2	2017-03-06 14:15:01
C1=CC(N)=CC=C1CCC1=CC=C(N)C=C1	3	2017-03-06 14:22:53
C(C(C)C)1=CC(Br)=CC(Br)=C1	3	2017-03-06 14:23:16
C(N)1=CC=C(C)N=C1	3	2017-03-06 14:23:45
C(OC)1C=CC(C#CC2=CC=C(CC=O)C=C2)=CC=1	3	2017-03-06 14:24:54
O1C(C(OC)OC)COCC1C(OC)OC	3	2017-03-06 14:25:36
C(CC)1=CC=CC=C1	3	2017-03-06 14:26:21
C1(C=C(C(C)(C)C)C=CC=1)C(=O)O	3	2017-03-06 14:26:21
P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	3	2017-03-06 14:26:48
C1C=CC=C(C2C=CC=CC=2P)C=1P	3	2017-03-06 14:27:29
C1C(F)C(F)CC(F)C1F	3	2017-03-06 14:27:59
CC([C@@H](N)C(=O)O)C	3	2017-03-06 14:28:45
C1(=CC=CC=C1)C(=O)C(C1=CC=CC=C1)CC=C	4	2017-03-06 14:36:27
C(C1=CC=CC=C1)=C=C(C1=CC=CC=C1)C1=C(C)C=C(C)C=C1C	4	2017-03-06 14:37:27
CC(=O)C(C=C)(CC#C)C(=O)C	4	2017-03-06 14:38:03
C1=CC(C2=C(C(C)C)C=CC=C2C(C)C)C([Au]Cl)C1C1=C(C(C)C)C=CC=C1C(C)C	4	2017-03-06 14:38:55
C1C(C2=CC=CC=C2)C(C(C)C)N=C2SC3=CC=CC=C3N12	4	2017-03-06 14:39:35
C1(C=CC=CC=1)C#CC(C1C=CC=CC=1)O	4	2017-03-06 14:40:09
C(#CC(C1C=CC=CC=1)OC(=O)C)C1C=CC=CC=1	4	2017-03-06 14:40:40
C(C1=CC=CC=C1)#CC(OC(=O)OC)C1=CC=CC=C1	4	2017-03-06 14:41:06
C(#CC1C=CC=CC=1)C1C=CC=CC=1	4	2017-03-06 14:41:42
OCC=C	4	2017-03-06 14:41:56
C1=CC=CC(Br)=C1NC1=CC=CC=C1	5	2017-03-06 14:47:54
C1=C(C)C=CC2OC3=CC=C(C)C=C3C(=O)C12	5	2017-03-06 14:48:27
C1=CC=C(C)N=C1C1N=C(C2=CC=CC=C2)N=N1	5	2017-03-06 14:48:53
N1C=C(OC)C=N1	5	2017-03-06 14:49:08
C1=CC=CC2C3=C(C=CC=C3)P(=O)(C3=CC=CC=C3)C1=2	5	2017-03-06 14:49:37
C(=O)1[C@@H](C2=CC=CC=C2)[C@H](C2=CC=CC=C2)C=C(C(F)(F)F)O1	6	2017-03-06 14:52:56
C(C1=CC=CC=C1)C(=O)N1C=CN=C1	6	2017-03-06 14:53:24
C(=O)1C(C2=CC=CC=C2)C(C2=CC=CC=C2)C=C2C3=CC=CC=C3S(=O)(=O)N12	6	2017-03-06 14:54:04
C1=C(OC)C=CC(CC(N2C=CN=C2)=O)=C1	6	2017-03-06 14:54:44
C(=C/C1=CC=CC=C1)\\C(=O)C(F)(F)F	6	2017-03-06 14:55:21
C12=CC=CC=C1SC1=NC(C3=CC=CC=C3)CN12	6	2017-03-06 14:55:49
C(=O)(OCC)/C=C/C(=N/S(C1=CC=CC=C1)(=O)=O)/C1=CC=CC=C1	6	2017-03-06 14:56:37
N1C2=CC=CC=C2[Se]C1=S	6	2017-03-06 14:57:06
C1=CC=CC2[Se]C(Cl)=NC12	6	2017-03-06 14:57:29
C(C1=CC=CC=C1)C(=O)OC1=C(Cl)C=C(Cl)C=C1Cl	6	2017-03-06 14:58:02
CC(O)(C)C(O)(C)C	7	2017-03-06 15:05:12
ClC(=O)C(=O)Cl	7	2017-03-06 15:05:55
N(C)(C)C(=O)[H]	7	2017-03-06 15:06:22
C1=CC=CC(B(O)O)=C1C(=O)O	7	2017-03-06 15:06:56
C1C(C(NC2C=C(C(F)(F)F)C=C(C(F)(F)F)C=2)=O)=C(B2OC(C)(C)C(C)(C)O2)C=CC=1	7	2017-03-06 15:08:39
C(C(O)(C)C)(C)(O)C	7	2017-03-06 15:09:20
C1=CC=CC=C1C(=O)O	7	2017-03-06 15:09:36
C1C(C(O)=O)=CC=CC=1	7	2017-03-06 15:09:36
C1=CC=CC(B(O)O)=C1C(=O)O	7	2017-03-06 15:10:19
C1C=CC=C(B2OCCO2)C=1C(=O)NC1C=C(C(F)(F)F)C=C(C(F)(F)F)C=1	7	2017-03-06 15:11:31
C1C(S(N)(=O)=O)=CC=CC=1	7	2017-03-06 15:12:00
C1C=CC=C2C=1C=CN2	7	2017-03-06 15:12:27
C1C=CC=C2C=1NC=C2C(C1C=CC=CC=1)C[N+]([O-])=O	7	2017-03-06 15:14:59
C1=CC=CC=C1/C=C/[N+](=O)[O-]	7	2017-03-06 15:15:28
C(N)1=C(F)C(F)=C(F)C(F)=C1F	7	2017-03-06 15:15:59
C1=CC(C)=CC=C1C(=O)[H]	8	2017-03-06 15:30:50
O1C=CC(C2=CC=CC=C2)=C1	8	2017-03-06 15:31:11
C1=CC(C(C)(C)C)=CC=C1[N+]([O-])=O	8	2017-03-06 15:31:54
C1=CC=CC=C1/C=[N+](\\[O-])/C1=CC=CC=C1	8	2017-03-06 15:32:31
C1=CC=CC=C1/C=[N+](\\[O-])/C1=C(I)N(C2=CC=C(C(=O)C)C=C2)N=N1	8	2017-03-06 15:33:31
C1=CC=NC=C1N1C(=O)C=CC1=O	8	2017-03-06 15:34:01
C1=CC=NC=C1C(=O)CCC(=O)O	8	2017-03-06 15:34:38
C1=CC(C(C)(C)C)=CC=C1C1=C(I)N(OC2=CN=CC=C2)NN1	8	2017-03-06 15:35:32
C1=CC(F)=CC=C1NO	8	2017-03-06 15:36:04
C1=CC=NC=C1N	8	2017-03-06 15:36:19
C1=CC=NC=C1C#CC1=C(I)C=C(OC)C(OC)=C1	9	2017-03-06 15:41:15
C1=CC=NC=C1C#CC1=C(I)C=C(OCCCC)C(OCCCC)=C1	9	2017-03-06 15:42:06
C1=CC=NC=C1C#CC1=C(I)C=C(OCCCCCCCC)C(OCCCCCCCC)=C1	9	2017-03-06 15:42:50
C1=CC=NC=C1C#CC1=C(I)C=C(OC)C(OC)=C1	9	2017-03-06 15:43:33
C1=CC=[N+]([O-])C=C1C#CC1=C(I)C=C(OC)C(OC)=C1	9	2017-03-06 15:43:34
C1=CC=[N+]([O-])C=C1C#CC1=C(I)C=C(OCCCCCC)C(OCCCCCC)=C1	9	2017-03-06 15:44:25
C(C=O)1=CC=C(C2=CC=C(C=O)C=C2)C=C1	9	2017-03-06 15:44:42
C(C1=CC=C(/[N+](/[O-])=C/C2=CC=CC=C2)C=C1)1=CC=C(/[N+](/[O-])=C/C2=CC=CC=C2)C=C1	9	2017-03-06 15:45:30
C1=CC(C=O)=CC=C1	9	2017-03-06 15:45:41
C1=CC(/[N+](/[O-])=C/C2=CC=CC=C2)=CC=C1	9	2017-03-06 15:46:07
C(OC)1=CC(I)=C(I)C=C1OC	9	2017-03-06 15:46:30
[Si]([Si](C)(C)C)([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C	10	2017-03-06 15:52:32
[Ti]1(C(C2=CC=CC=C2)=C1C1=CC=CC=C1)1[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si]1(C)C	10	2017-03-06 15:54:25
[Sn](C)(C)(C)[Sn](C)(C)[Sn](C)(C)[Sn]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C	10	2017-03-06 15:56:01
C(CC1=CC(C)=CC(C)=C1)1=CC(CC2=CC(C)=CC(C)=C2)=CC(CC2=CC(C)=CC(C)=C2)=C1	10	2017-03-06 15:57:02
[Si](C)(C)1[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si]1(C)C	10	2017-03-06 15:57:55
[Si]1([Si](CCC[Si](C)(C)[Si]([H+]1)(C)C)(C)C)(C)C	10	2017-03-06 15:59:13
[B-](C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F	10	2017-03-06 16:00:14
[C-]([Fe+2][C-]1C=CC=C1)1C=CC=C1	10	2017-03-06 16:02:31
C([N+]([H])([H])[H])1=CC=C(C)C=C1.Cl	10	2017-03-06 16:03:19
C(Br)1=CC(Cl)=C(Br)C=C1	11	2017-03-07 12:34:24
C(/N=C/NC1C=CC=C1)1C=CC=C1	11	2017-03-07 12:35:14
C(=O)1CC1	11	2017-03-07 12:36:01
C1=C(Cl)C=CC(Cl)=C1Cl	11	2017-03-07 12:36:16
C1=C(C(=O)C2=CC=CC=C2)C=CC=C1	11	2017-03-07 12:36:48
C1=C(C(C)Cl)C=CC=C1	11	2017-03-07 12:37:10
C1=CC=CC=C1C(C)(C)C	11	2017-03-07 12:37:28
C1=C(/C=C/CN)C=CC=C1	11	2017-03-07 12:37:58
C1=C(C)C=C(/C(=C/OCC)/C)C=C1	11	2017-03-07 12:38:36
C(N=CC=NC1=C(C)C=C(C)C=C1C)1=C(C)C=C(C)C=C1C	12	2017-03-07 12:44:25
C(Cl)(Cl)(C)C	12	2017-03-07 12:44:56
CC(=O)OC(=O)C	12	2017-03-07 12:45:15
C(CC)1=CC=CC=C1	12	2017-03-07 12:46:52
C(C(=O)NN)1=CC=NC=C1	12	2017-03-07 12:46:52
CC(=O)CC(=O)OCC	12	2017-03-07 12:47:25
C1=CC=CC=C1C#CC(C1=CC=CC=C1)(C)O	12	2017-03-07 12:47:59
C12C3=C(C4=C(C5=CC=CC=C5)C(=O)C(C5=CC=CC=C5)=C4C1=CC=CC=2)C=CC=C3	12	2017-03-07 12:49:23
S1C(C(=O)C)=CC=C1	12	2017-03-07 12:49:55
C1=CC=CC2C=CC(C=O)=CC1=2	12	2017-03-07 12:50:28
C(CC)1=CC=CC=C1	13	2017-03-07 12:53:11
C(CC(C)C)1CCCC1	13	2017-03-07 12:53:23
C(=C)1C=CC(=C)C=C1	13	2017-03-07 12:53:39
C1CCCC2CC3CCCCC3CC12	13	2017-03-07 12:53:51
C(=O)1CCCC1	13	2017-03-07 12:54:04
C1=CC=CC=C1C(OC)=O	13	2017-03-07 12:54:25
C(=O)1C(C)=C(C)C(=O)C(C)=C1C	13	2017-03-07 12:54:48
C(C)1C=CCC2CC=CC(C)C12	13	2017-03-07 12:55:05
C(=C)1CC(=C)C(=C)C1	13	2017-03-07 12:55:20
C(C(=O)OC)1C=CC=C1	13	2017-03-07 12:55:45
O1C([C@H]2O[C@H](CCCCCO)CCC2)=CC=C1[C@@H]1CCC[C@@H](CCCCCO)O1	15	2017-03-07 14:01:59
N1(C([C@@H]2CCC[C@@H](CCCCOCC3=CC=CC=C3)O2)=CC=C1[C@@H]1CCC[C@@H](CCCCCO)O1)CC1C=CC=CC=1	15	2017-03-07 14:04:04
C(CCCCC)[C@H](C#CC(CCCCCC)O)O	15	2017-03-07 14:04:56
[C@@H]1(O[C@@H](CCCCCCO)CCC1)C(O)C#CC(O)CCCCCC	15	2017-03-07 14:06:30
O1C([C@H]2O[C@@H](CCCCCCOCC3=CC=CC=C3)CCC2)=CC=C1CCCCCC	15	2017-03-07 14:10:11
C[C@H](C#C[Si](C)(C)C)O[Si](C)(C)C(C)(C)C	15	2017-03-07 14:11:18
N1=C([C@H]2O[C@@H](CCCCCCO)CCC2)C=CC([C@@H]2CCC[C@H](CCCCCCO)O2)=N1	15	2017-03-07 14:12:25
N1N=C([C@@H]2O[C@H](CCCCCC=O)CCC2)C=CC=1[C@@H]1CCC[C@H](CCCCCCO[Si](C2C=CC=CC=2)(C(C)(C)C)C2C=CC=CC=2)O1	15	2017-03-07 14:13:59
N(CC1=CC=CC=C1)1C(CCCCCC)=CC=C1[C@@H]1CCC[C@H](CCCCCO)O1	15	2017-03-07 14:14:51
SCCCCCCCCCCCOC(=C)C1=C(F)C=C(B(O)(B)O)C=C1	16	2017-03-07 14:41:26
O(C(=O)C1=CC=C(B(O)O)C=C1F)CCCCCCCCCCCSSCCCCCCCCCCCOC(=O)C1=CC=C(B(O)O)C=C1F	16	2017-03-07 14:44:11
C(=O)1/C(=C/C2=CC=C(F)C=C2)/CCC/C/1=C\\C1=CC=C(O)C(C(=O)O)=C1	16	2017-03-07 14:44:58
C1=CC(NC(=O)CC)=CC(B(O)O)=C1	16	2017-03-07 14:45:29
C(CO)(O)COCCOCCOCCOCCOCCCCCCCCCCSC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	16	2017-03-07 14:46:54
C1=CC(F)=CC(O)=C1C(=O)NN	16	2017-03-07 14:48:17
C1CCCC(=O)/C/1=C/C1=CC=C(F)C=C1	16	2017-03-07 14:49:01
SCCCCCCCCCCCC(=O)NN	16	2017-03-07 14:49:32
C(C)1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1	16	2017-03-07 14:49:52
N(~B([H])([H])[H])C(C)(C)C	16	2017-03-07 14:51:24
